,directory,hotel,review,score,sentiment
953,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/542470342.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Customer Service does exist!  Staff were amazing!  Bright and super clean, pool and fitness, complimentary shuttle service, popcorn machine in the lobby on Saturday night and a complimentary breakfast that was well above average!",5,positive
954,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/464160819.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We stayed here prior to our trip to Mexico. The staff went above and beyond to accommodate us when our flight was delayed. I would highly recommend staying here. The hotel was very clean and up to date. ",5,positive
955,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/500071201.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We had a great overnight stay here. The rooms were clean and the beds were comfortable. The water slide was great. But if you have older kids, tell them to slow themselves down or they will come out super fast and hit the end of the slide. Breakfast was also very good and well stocked. Sandra at the front desk was friendly and very helpful. ",5,positive
956,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/585884456.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""I was very happy with this hotel, we stayed 2 nights in late May. The room was clean and every in place. I was pleasantly surprise with their hot and cold breakfast. It was actually quite decent and the coffee\u002Ftea offering though out the day was a nice touch.\n\nOur first day, we planned to visit Hopewell Rock so we were down at breakfast at 6:30 (it starts at 6) A lot of the hot food wasn't ready yet, but it turned out one of the cook had an emergency and the lady there was rushing trying to get everything out. These things happen, and we still got to Hopewell within a reasonable time.\n\nThe location was good except the exit from the highway was closed while we were there. small inconvenience. I would return to this hotel.",5,positive
957,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/519828606.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We stayed here in August and it was quite pleasant. We didn't use the pool or health center but they both looked clean and nice. This is step above a lot of business hotels mostly because it's quite new.",4,positive
958,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/415955416.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""This hotel was wonderful! Impeccably clean, comfortable beds, the best free breakfast we've had in a hotel!! Our kids agreed that it definitely bumped us up a \""hotel breakfast\"" bracket!  Waffle machine and whipped cream, strawberry sauce and chocolate syrup on the side!! Delicious (tasted homemade) muffins, eggs and sausage, vanilla creamer for coffee.  All the little extras really added to our stay!\n\nThe pool was small (and noisy), but my kids loved the water slide.  Just wish there had been a hot tub!\n\nOverall a fantastic stay! We were very pleased.  We stayed two nights and spent the day at Hopewell Rocks in between",5,positive
959,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/388829382.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Stayed at this hotel for a couple of nights while in Moncton to attend an event. First off Moncton is a great place overall,the people are fantastic. The hotel here is no exception. \n\nRooms are clean and well appointed, morning breakfast was simple and did the trick. Location was decent a little bit of a drive from downtown but nothing to ridiculous if you have a car. Price was reasonable. ",5,positive
960,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/626279/116756139.html,Four Points by Sheraton Moncton,"""We stayed at the Future Inns in early August 2011 while travelling from Ottawa Ontario to Summerside PEI. The Future Inns was a nice surprise to weary travellers. It was very clean and new. The room had everything we needed (clean beds, clean bathroom) - without having alot of extras that we didn't need (or want to pay for- eg. spa, fancy restaurant). We chose the Future Inns because it was close to the highway and to restaurants for supper but were very pleased by the price and the quality. I was pleasantly surprised that we were allowed to have our dog with us in the room - which made our planning of this trip much easier. I would stay again.",5,positive
961,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/626279/226892015.html,Four Points by Sheraton Moncton,"""The Futures Inn had a huge sale on Friday night and with $50 off the regular price, we naturally chose to spend the night.\nThe hotel is bright, clean and inviting. Although it had 4 or 5 floors, they immediately agreed to accomodate our request for a lower floor. Our room was spacious and everything was immaculate. \nUpon visiting the area, we realised we were just a few blocks from all the shops and restaurant and decided we'd stay another night. There was a wedding onsite on the Saturday so rooms were limited and at full-price but again, they were accomodating and gave us the best rate possible.\nThe only negative for us is that it is a pet-friendly hotel and we heard barking a few times, saw dogs drinking out of the ice buckets that are in the rooms (thank goodness we carry bags to put in these because they are not provided). They don't accept just small digs either, there was even a great dane and all this wasn't great for my allergies.\nThere is a great steakhouse on the premises which serves a good dinner. If you go for breakfast, be prepared to wait! There appeared to be very little staff and the kitchen takes FOREVER to cook 2 eggs and toast!\n",4,positive
962,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/626279/505493571.html,Four Points by Sheraton Moncton,"""We stayed for three nights and enjoyed each night. There are only a couple things I can mention that were negative - one of the drinking glasses in the bathroom had a chipped edge, and we had to have our cards had reprogrammed after the second night, which was mildly inconvenient when we returned to the hotel on the last evening, as anybody who has spent a long day at a convention will appreciate. I never got to the pool, but I love the walk-in shower. The beds and room were as clean as can be, and we had a fantastic view of the western horizon. \n\nThe location is excellent, the convention site being within 5 minutes and all kinds of shopping nearby off Mapleton Road, not to mention a Tims right on the corner!",5,positive
963,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/626279/595432008.html,Four Points by Sheraton Moncton,"""Spacious room and fairly new renovations, only down side was no pool and in room coffee was terrible. 5 minute drive to a nearby park was nice! Large bathroom with a walk in shower and fridge in room! Beds were comfy and staff was pleasant!",4,positive
964,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/626279/285081976.html,Four Points by Sheraton Moncton,"""Stayed overnight in this Hotel as we had to travel for a medical appointment....very clean & quiet, no noises at night...enjoyed the huge shower...we had an awesome buffet for breakfast with lots of different food to choose from, at a great price...great service from the staff at the reception & in the restaurant...will definitely stay here again either when passing through or staying for a few days.",5,positive
965,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/626279/516478246.html,Four Points by Sheraton Moncton,"""We recently booked 1 night away for our 1st year anniversary, all I had asked for was a king room and 2 champagne glasses in the room . We walked into an upgraded suite , decorated bed, petals and bubble bath, and champagne chilling with flower petals every where ! It was an amazing start to our little get away! All the staff went beyond for us, the hotel is beautiful, check in was prompt and friendly and did I mention the staff is Amazing! Thank you all so much !! ",5,positive
